"click_label","user_id","item_id","class_id","tag_ids","dev_type","dev_brand","dev_brand_type","dev_os","dev_net","client_type","dev_carrier","click_seq_50size","gender","age","consume_level","unclick_seq_50size","feed_type"
1,"971742","246817048","1","1351;","1","huawei","2","huawei_10","4","0","3","204465471;193656148;261156233;259602417;261204877;226848144;213140072;260354910;261005065;261064351;259662850;258769095;259044799;160769768;207463376;260879469;256634072;219983364;246983002;260493615;185508810;163991089;223592218;220751284;260475895;243901812;260733302;260606745;260632843;217998599;227757596;260179900;260538594;260490839;260452476;201348585;158645419;258952196;240266248;259360804;247399486;259963789;260232451;233049167;259032650;257278723;257972415;260169211;255951157;259924445","0","4","1","261157040;260075473;252844006;261178732;243778630;250743717;260230500;207956215;258511331;260777438;260561057;226193890;259988690;207688117;260179393;259780514;259008379;260783284;175370216;257996889;255940560;205371247;245965469;256269899;248173113;228716240;221858138;259688895;231169241;260516817;203617609;246796434;243578186;255555109;260041445;259990040;191323864;237438352;238869372;250087699;172839921;259542864;249861858;250820599;232964540;259434386;251384063;258174062;232065116;259486182","1098"
1,"971742","204465471","2","37;","1","huawei","2","huawei_10","4","0","3","261156233;259602417;261204877;226848144;213140072;260354910;261005065;261064351;259662850;258769095;259044799;160769768;193656148;207463376;260879469;256634072;219983364;246983002;260493615;185508810;163991089;223592218;220751284;260475895;243901812;260733302;260606745;260632843;217998599;227757596;260179900;260538594;260490839;260452476;201348585;158645419;258952196;240266248;259360804;247399486;259963789;260232451;233049167;259032650;257278723;257972415;260169211;255951157;259924445;259545814","0","4","1","252844006;261178732;243778630;250743717;260230500;207956215;258511331;260777438;260561057;226193890;259988690;207688117;260179393;259780514;259008379;260783284;175370216;257996889;255940560;205371247;245965469;256269899;248173113;228716240;221858138;259688895;231169241;260516817;203617609;246796434;243578186;255555109;260041445;259990040;191323864;237438352;238869372;250087699;172839921;259542864;249861858;250820599;232964540;259434386;251384063;258174062;232065116;259486182;183016554;199926397","1101"
0,"971742","259662850","7","173;","1","huawei","2","huawei_10","4","0","3","261156233;259602417;261204877;226848144;213140072;260354910;261005065;261064351;258769095;259044799;160769768;193656148;207463376;260879469;256634072;219983364;246983002;260493615;185508810;163991089;223592218;220751284;260475895;243901812;260733302;260606745;260632843;217998599;227757596;260179900;260538594;260490839;260452476;201348585;158645419;258952196;240266248;259360804;247399486;259963789;260232451;233049167;259032650;257278723;257972415;260169211;255951157;259924445;259545814;258052828","0","4","1","252844006;261178732;243778630;250743717;260230500;207956215;258511331;260777438;260561057;226193890;259988690;207688117;260179393;259780514;259008379;260783284;175370216;257996889;255940560;205371247;245965469;256269899;248173113;228716240;221858138;259688895;231169241;260516817;203617609;246796434;243578186;255555109;260041445;259990040;191323864;237438352;238869372;250087699;172839921;259542864;249861858;250820599;232964540;259434386;251384063;258174062;232065116;259486182;183016554;199926397","1080"
0,"971742","259662850","7","173;","1","huawei","2","huawei_10","3","0","3","204465471;193656148;261156233;259602417;261204877;226848144;213140072;260354910;261005065;261064351;258769095;259044799;160769768;207463376;260879469;256634072;219983364;246983002;260493615;185508810;163991089;223592218;220751284;260475895;243901812;260733302;260606745;260632843;217998599;227757596;260179900;260538594;260490839;260452476;201348585;158645419;258952196;240266248;259360804;247399486;259963789;260232451;233049167;259032650;257278723;257972415;260169211;255951157;259924445;259545814","0","4","1","261157040;260075473;252844006;261178732;243778630;250743717;260230500;207956215;258511331;260777438;260561057;226193890;259988690;207688117;260179393;259780514;259008379;260783284;175370216;257996889;255940560;205371247;245965469;256269899;248173113;228716240;221858138;259688895;231169241;260516817;203617609;246796434;243578186;255555109;260041445;259990040;191323864;237438352;238869372;250087699;172839921;259542864;249861858;250820599;232964540;259434386;251384063;258174062;232065116;259486182","1080"
1,"971742","259662850","7","173;","1","huawei","2","huawei_10","4","0","3","246817048;204465471;193656148;261156233;259602417;261204877;226848144;213140072;260354910;261005065;261064351;258769095;259044799;160769768;207463376;260879469;256634072;219983364;246983002;260493615;185508810;163991089;223592218;220751284;260475895;243901812;260733302;260606745;260632843;217998599;227757596;260179900;260538594;260490839;260452476;201348585;158645419;258952196;240266248;259360804;247399486;259963789;260232451;233049167;259032650;257278723;257972415;260169211;255951157;259924445","0","4","1","261028341;261157040;260075473;252844006;261178732;243778630;250743717;260230500;207956215;258511331;260777438;260561057;226193890;259988690;207688117;260179393;259780514;259008379;260783284;175370216;257996889;255940560;205371247;245965469;256269899;248173113;228716240;221858138;259688895;231169241;260516817;203617609;246796434;243578186;255555109;260041445;259990040;191323864;237438352;238869372;250087699;172839921;259542864;249861858;250820599;232964540;259434386;251384063;258174062;232065116","1080"
0,"972323","240266248","3","1359;","1","huawei","2","huawei_9","4","0","3","96182883;168408723;255644286;257137418;256978040;147956641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","1","4","1","245597521;252616969;255674597;232430942;192376571;236630664;230345215;250515204;245141845;246637384;245540146;250463482;248220458;250825304;250800684;239763264;239443855;234914804;248004639;246691502;242742860;248469122;188212209;200677051;244844964;;;;;;;;;;;;;;;;;;;;;;;;;","1018"
0,"9723369","148462254","3","111;","1","huawei","2","huawei_10","4","0","1","227569245;230817976;231538744;244687819;245097662;249037900;243725956;258834925;257994124;258697068;256162645;255169627;255040687;247816236;250380747;227709203;254729520;252747967;61945378;62716732;182352869;111064247;254217554;253494200;253032744;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","0","257996889;153915136;188035278;259034747;258052828;255674597;205464305;226385081;255625757;257297927;233049167;255796075;206388161;251199266;239763264;203329720;252253801;232430942;247244371;250433639;253546362;146736379;235940936;202139461;167099208;245888636;243052563;245655269;242963404;237035130;235150638;247404667;252616969;216834142;250499691;244145632;248458632;219625243;204169254;252044773;199501893;207839477;244321754;251729054;251484678;250769622;251270935;247264210;244701535;236840610","1032"
0,"97242137","259780514","4","111;","1","huawei","2","huawei_9","3","0","3","260255877;194142927;235940936;249750647;260109139;260178711;260179304;256880946;254874062;253734015;252616969;177735305;207193506;248665330;232538589;213693745;252697988;244035749;252242482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","1","3","1","215262338;257458534;253485836;224150676;251618706;240266248;247826088;238527325;174811980;208520500;253979002;146736379;246739421;251384063;255674597;223167642;178143721;245597521;196349767;245147251;250499691;101124721;205021736;236630664;238729078;246448175;224774467;207839477;250769622;250515204;232430942;247264210;240336969;245756575;239158144;245655269;238166663;189344390;207432661;233978830;237035625;246864522;229096092;250816280;191076833;207156016;188767319;237356489;238326412;182166397","1063"
0,"97255688","255940560","5","124;","1","iphone","1","iphone_ios 12","3","1","1","260119993;256337927;258340918;258377048;260622776;233049167;258290678;239982803;259583470;259494947;211531487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","3","1","239158144;260561536;185027309;243647663;201041648;246739421;258561081;239763264;226385081;251384063;259360804;238146258;247264552;250087699;259035509;208500332;245744101;236391333;240437467;235446834;204058328;241175107;247927223;198488575;236224723;192021015;245177873;250593769;247577184;258856860;253670730;;;;;;;;;;;;;;;;;;;","1072"
0,"97255688","239158144","5","124;","1","iphone","1","iphone_ios 12","3","1","1","256337927;258340918;260119993;258377048;260622776;233049167;258290678;239982803;259583470;259494947;211531487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","3","1","260561536;185027309;243647663;201041648;246739421;258561081;239763264;226385081;251384063;259360804;238146258;247264552;250087699;259035509;208500332;245744101;236391333;240437467;235446834;204058328;241175107;247927223;198488575;236224723;192021015;245177873;250593769;247577184;258856860;253670730;;;;;;;;;;;;;;;;;;;;","1018"
0,"9726273","252616969","9","201;","1","huawei","2","huawei_10","4","0","1","199853919;140838294;173539410;260266598;259163329;260848100;260864328;260735989;243029277;254186538;260371453;259683446;260690593;260519878;203011616;142764168;142973507;203565551;142989908;260595291;142725720;143548309;254576449;253224294;;;;;;;;;;;;;;;;;;;;;;;;;;","0","3","0","213393374;249784622;253544816;246790170;250064293;233350205;123687265;231641674;206508113;250050025;243871218;252343607;222928531;219132194;207050832;248582562;89161418;231015195;246739421;251415091;247949944;255523631;255104996;250345598;231341776;252655722;252747967;246448175;247840234;231626552;249477345;241664942;195146547;246532884;236793582;236840610;246828313;;;;;;;;;;;;;","1114"
0,"9727204","259914458","4","111;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","177597879;259016402;207463376;202869477;176766952;258908033;204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804","1030"
0,"9727204","259914458","4","111;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","207463376;202869477;176766952;258908033;204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021","1030"
0,"9727204","207865650","4","111;","1","xiaomi","5","xiaomi_10","4","0","2","261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386;252873205;254692100;78191820;245829055;255033853","0","4","0","258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021;243270425;259893354;259034747;220751284;259842767;198496022;232028639;191450217;209180392;239844744;207632721;203617609;209721019","1113"
0,"9727204","207463376","8","189;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","202869477;176766952;258908033;204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021;243270425","1072"
0,"9727204","251525001","4","99;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021;243270425;259893354;259034747;220751284;259842767;198496022;232028639;191450217","1072"
0,"9727204","205464305","8","189;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021;243270425;259893354;259034747;220751284;259842767;198496022;232028639;191450217;209180392;239844744","1018"
0,"9727204","256346239","2","44;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","258908033;204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021;243270425;259893354;259034747","1100"
0,"9727204","240697229","5","86;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","207463376;202869477;176766952;258908033;204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021","1072"
0,"9727204","240697229","5","86;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","259914458;177597879;259016402;207463376;202869477;176766952;258908033;204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218","1072"
0,"9727204","240697229","5","86;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","259914458;177597879;259016402;207463376;202869477;176766952;258908033;204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218","1072"
0,"9727204","240697229","5","86;","1","xiaomi","5","xiaomi_10","4","0","2","187550068;261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548","0","4","0","259914458;177597879;259016402;207463376;202869477;176766952;258908033;204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218","1072"
0,"9727204","202869477","1","8;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","176766952;258908033;204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021;243270425;259893354","1072"
0,"9727204","259016402","7","173;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","207463376;202869477;176766952;258908033;204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021","1113"
0,"9727204","176766952","4","99;102","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","258908033;204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021;243270425;259893354;259034747","1006"
0,"9727204","234702879","5","124;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021;243270425;259893354;259034747;220751284;259842767;198496022;232028639;191450217;209180392","1032"
0,"9727204","193656148","3","94;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021;243270425;259893354;259034747;220751284;259842767;198496022;232028639;191450217","1103"
0,"9727204","258908033","5","124;","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021;243270425;259893354;259034747;220751284","1063"
0,"9727204","248206159","3","1357;","1","xiaomi","5","xiaomi_10","4","0","2","261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386;252873205;254692100;78191820;245829055;255033853","0","4","0","207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105;258773021;243270425;259893354;259034747;220751284;259842767;198496022;232028639;191450217;209180392;239844744;207632721;203617609","1100"
0,"9727204","177597879","4","99;1361","1","xiaomi","5","xiaomi_10","4","0","2","261165955;261078980;261136338;261002933;261129259;261035747;261101561;260996848;260685769;261097381;261091622;261103750;261068230;261093212;261079203;260612977;220407860;203167651;142403563;142415110;142527273;255951157;238869372;256939941;137404909;207880632;244538997;118701379;149934444;202457449;85536360;173606192;242610635;110113421;112357740;23681811;226770058;220488138;257425237;138419954;258266739;231344371;174136153;229871916;124988864;78383297;222855185;32869831;140365548;123647386","0","4","0","259016402;207463376;202869477;176766952;258908033;204181096;261085056;193656148;251525001;234702879;205464305;260083097;248206159;207865650;258812588;240266248;213140072;184750607;238028987;243457033;260725976;164241391;252973347;224611205;243667749;221858138;207510859;187639699;237612320;196267885;255940560;260722225;259024960;258521820;242989914;250625246;194603673;258916354;217998599;259512980;259920010;243439228;232964540;260065858;231756505;177083800;183947790;223592218;259360804;259904105","1072"
0,"974281","163914141","1","8;4","1","iphone","1","iphone_ios 14","4","1","3","260445112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","0","211372936;249769290;189157551;203876734;250669795;198788268;239680096;247386627;244815697;237153916;201873161;243609666;233621699;191906335;196413261;232008888;241508833;236990721;207149843;190933913;241531545;243622728;;;;;;;;;;;;;;;;;;;;;;;;;;;;","1006"
0,"9755723","242561179","1","3;","1","oppo","3","oppo_5","4","0","2","204474910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","3","1","260918223;206794135;215394912;201165154;145243931;257450360;254986969;236696177;205464305;188919902;252783171;185027309;215748499;233049167;198381330;224087662;252044773;245888636;157562531;237035130;222359301;214042459;202722854;173824804;255674597;252400104;176632593;133741482;249725779;252616969;207156016;200677051;221821217;233510807;153335567;183906708;239158144;179772543;157670104;201489937;181032126;187678364;250458634;193325092;231902017;190675564;186749924;175758503;237338109;197749724","1098"
0,"9766626","255940560","5","124;","1","iphone","1","iphone_ios 13","4","1","2","260930784;260955149;259780514;260401174;259986244;259978670;259034747;259801661;259861197;250815683;259713719;259008872;258848480;247264552;258163106;254679362;258112788;249617948;258199794;258190908;258076256;255553881;255796075;256981803;234915591;213193427;255101098;256818062;256156741;253146206;256167802;256106168;237030109;193021150;255104996;255823121;255902245;255405735;250007686;246299167;244841832;243091939;255074515;250433639;253542848;254194665;207386196;253580370;250499691;254200564","0","4","0","259662850;260561057;260476341;226551160;217998599;240266248;254703849;260179900;244434517;259911403;212356268;249723161;246739421;258294057;237903946;197406907;248666554;252062096;250147551;239763264;252400104;195588506;254547950;241308895;208058451;246983657;244932771;255674597;254301804;215369748;247140794;241839958;252638953;135675423;235659388;242270901;254317390;255812145;252867136;255629172;184973031;254171697;252388152;197108360;254127154;243655205;214042459;242195655;244096066;251796933","1072"
